Author,Total_Papers,Collaboration_Papers,Collaboration_Rate
"Liu, Flora C.",1,0,0.0
"Chen, Mingxiang",1,0,0.0
"Kang, Seok Hoon",2,0,0.0
"Cheng, Fu-Chih",1,0,0.0
"Zhang, Lawrence Jun",38,9,0.2368
"Shi, Jia",1,0,0.0
"Lin, Shih-Yin",1,0,0.0
"Li, Lisha",1,0,0.0
"Chang, Chiungying Evelyn",1,0,0.0
"Chen, Qin",2,0,0.0
"Chong, Eddy K. M.",2,0,0.0
"Zhao, Yipin",2,0,0.0
"Su, Feng",11,0,0.0
"Chi, Xiaohong",1,0,0.0
"Long, Louise",1,0,0.0
"Lang, Sarah",2,1,0.5
"Chen, Xiaojun",2,2,1.0
"Cheng, Xi",1,1,1.0
"Han, Jisu",1,0,0.0
"Chang, Shanton",7,1,0.1429
"Huang, Yu-Chih",1,0,0.0
"Lei, Jing",6,4,0.6667
"Ning, Mair",1,0,0.0
"Ren, Jianhong",1,0,0.0
"Zan, Rosetta",1,0,0.0
"Wang, Lei",1,0,0.0
"Tan, Kok-Kiong",1,1,1.0
"Tang, Kok-Zuea",1,1,1.0
"Hong, Eunsook",2,0,0.0
"Tan, Zaldy",1,0,0.0
"Chu, Hsiang-Ning R.",1,0,0.0
"Kang, Myunghee",2,1,0.5
"Zou, Qingze",1,0,0.0
"Chang, Mina",1,0,0.0
"Wang, Liching Sung",1,0,0.0
"Luo, Xianghua",1,0,0.0
"Lin, Jing",4,0,0.0
"Huang, Ju Chuan",2,0,0.0
"Lang, Russell",2,0,0.0
"Liang, Belle",4,0,0.0
"Peng, Mike W.",1,0,0.0
"Tan, Bee Hoon",2,0,0.0
"Ma, Yanli",2,1,0.5
"Song, Sungsoo",1,0,0.0
"Chai, Ching -Sing",15,6,0.4
"Li, Jianghong",1,0,0.0
"Huang, Li-Shih",1,0,0.0
"Tan, Shuyan Melissa",1,0,0.0
"Wu, Jing",1,1,1.0
"Chen, Moon",1,1,1.0
"Li, Chin-Shang",1,1,1.0
"Fang, Y.",1,1,1.0
"Tan, Steven K. S.",1,1,1.0
"Wang, Shihwe",1,0,0.0
"Li, Lan",8,7,0.875
"Liu, Xiongyi",5,3,0.6
"Liu, William Ming",4,2,0.5
"Huang, Shaobo",2,2,1.0
"Chong, Frederic T.",1,0,0.0
"Wei, Yifeng",5,0,0.0
"Chen, Minder",1,0,0.0
"Lu, Huanqing",1,1,1.0
"Ren, Zhaomin",1,1,1.0
"Wang, George",1,1,1.0
"Zhang, Shirley",2,1,0.5
"Song, Chunyan",1,0,0.0
"Kang, Hosun",8,0,0.0
"Li, Yuan",1,0,0.0
"Chen, Dongdong",1,0,0.0
"Lan, Mei-Fang",1,0,0.0
"Shao, Xiaorong",1,0,0.0
"Song, Steve",1,0,0.0
"Zhang, Xuesong (Sonya)",2,0,0.0
"Chen, Wenli",15,11,0.7333
"Yang, Dazhi",5,0,0.0
"Hu, Bi Ying",1,0,0.0
"Tang, John",1,0,0.0
"Chen, Wei",7,1,0.1429
"Duanmu, Jing-Lin",1,1,1.0
"Li, Gang",1,1,1.0
"Chang, RPH",2,0,0.0
"Lang, Catherine",7,0,0.0
"Chang, Yiting",1,0,0.0
"Chao, Ining Tracy",1,0,0.0
"Pan, Yi",2,0,0.0
"Tang, Chia-Wei",1,0,0.0
"Long, Susan Orpett",1,0,0.0
"Chu, Hui Jung",1,0,0.0
"Tan, Kim Hua",1,0,0.0
"Chang, Bo",4,1,0.25
"Liu, Feng",2,0,0.0
"Li, Ying",4,2,0.5
"Wu, Chang-Yu",2,1,0.5
"Lin, Yi-Guang",1,0,0.0
"Liang, Xinya",6,1,0.1667
"Hu, John",1,0,0.0
"Er, H. M.",1,0,0.0
"Yu, Tian-You",1,1,1.0
"Zhang, Guifu",1,1,1.0
"Song, Hongwei",1,0,0.0
"Chen, Cheng-Ting",1,0,0.0
"Wang, Shiangkwei",1,0,0.0
"Tan, Seng Chee",8,2,0.25
"Yi, Hyun Sook",1,0,0.0
"Lu, Wei-Hsin",10,0,0.0
"Shen, Ji",4,2,0.5
"Yang, Jin Hyang",1,0,0.0
"Niu, Sunny X.",2,0,0.0
"Cheng, Xi (Carol)",1,0,0.0
"Huang, Keng-Yen",1,0,0.0
"Wang, Tiffany R.",2,0,0.0
"Wang, Ling",3,1,0.3333
"Yu, Wei-Choun",1,0,0.0
"Yuan, Frances",1,0,0.0
"Wang, Jiping",1,0,0.0
"Liu, Xiaoming",2,0,0.0
"Yu, Hongwei",8,1,0.125
"Tao, Ran",1,0,0.0
"Zhang, Dake",6,3,0.5
"Yuan, Baohong",1,0,0.0
"Yang, Jin",1,0,0.0
"Yang, Wuqiang",1,0,0.0
"Chen, Pu-Shih Daniel",2,0,0.0
"Jin, Hui",6,2,0.3333
"Zhou, Lutong",1,0,0.0
"Lang, Delia L.",3,0,0.0
"Yang, Hannah",1,0,0.0
"Song, Mengli",7,1,0.1429
"Wang, Zhaobo",1,0,0.0
"Huang, Eric",1,0,0.0
"Wang, David",2,0,0.0
"Wang, Yaqin",2,0,0.0
"Deng, Feng",3,3,1.0
"Wu, Stephen",2,0,0.0
"Gao, Xiaochun",1,0,0.0
"Zhan, Wei",3,2,0.6667
"Wang, Y.",3,2,0.6667
"Wei, Fang-Yi",2,2,1.0
"Tong, Stephanie Tom",1,0,0.0
"Li, Jinyi",3,0,0.0
"Wang, Shuyan",3,2,0.6667
"Zhan, Hong",1,1,1.0
"Le, Tam",1,0,0.0
"Huang, Hui",3,1,0.3333
"Yang, Yi",4,2,0.5
"Rao, Arni S. R. Srinivasa",1,0,0.0
"Chu, Hung W.",1,0,0.0
"Han, Seong Won",5,1,0.2
"Zhao, Kai",8,1,0.125
"Liu, Min",8,5,0.625
"Huang, Grace",3,1,0.3333
"Huang, Hong",3,0,0.0
"Ling, Florence Yean Yng",3,0,0.0
"Teng, Cheong Lieng",2,2,1.0
"Ha, Minsu",19,0,0.0
"Han, Joonyoung",1,0,0.0
"Zhang, Aimao",3,0,0.0
"Song, Juhee",1,0,0.0
"Tan, Kevin",6,3,0.5
"Tan, Nigel C. K.",1,1,1.0
"Kang, Yoon",3,1,0.3333
"Lin, Andrew L.",1,1,1.0
"Chong, Siong Choy",2,1,0.5
"Yang, Tong",3,1,0.3333
"Qu, Haiyan",1,0,0.0
"He, Wu",6,3,0.5
"Tan, Aik-Ling",3,0,0.0
"Han, Eui-Ryoung",1,0,0.0
"Tan, Lynde Lee Wee",1,1,1.0
"He, Meizi",2,0,0.0
"Hong, Someth",1,0,0.0
"Cheng, Steven K.",1,0,0.0
"Long, Russell A.",6,1,0.1667
"Min, Youngkyoung",1,1,1.0
"Yu, N.",1,0,0.0
"Wang, Aihua",2,0,0.0
"Mo, Elaine",3,0,0.0
"Chen, Peggy Guey-Chi",2,0,0.0
"Ju, Ran",1,1,1.0
"Li, Li",7,2,0.2857
"Tong, Iris L.",2,0,0.0
"Long, Brad S.",1,0,0.0
"Wang, Min",6,1,0.1667
"Wu, Sumei",1,1,1.0
"Hao, Shiqi",1,0,0.0
"Zhang, Meilan",4,2,0.5
"Wang, Y. Claire",1,0,0.0
"Zhu, Xihe",7,1,0.1429
"Tan, Eva Y.",1,0,0.0
"Cao, Yingxia",4,3,0.75
"Hong, Paul",2,2,1.0
"Lin, Fenny",1,0,0.0
"Wu, Hui-Ling",1,0,0.0
"Diao, Ming Ming",2,1,0.5
"Ma, Yue",4,2,0.5
"Zhou, Qing",1,1,1.0
"Chang, Larry W.",1,0,0.0
"Huang, Danny S.",1,0,0.0
"Liu, Ou Lydia",22,9,0.4091
"Chao, Ruth Chu-Lien",2,2,1.0
"Wei, Meifen",12,10,0.8333
"Cheng, Cho Kin",2,1,0.5
"Sun, Susan Yue Hua",1,0,0.0
"Han, Myae",1,0,0.0
"Lai, Cindy J.",7,2,0.2857
"Liu, Hsiang (Sean)",2,0,0.0
"Chen, Liwen",1,0,0.0
"Gu, Wendy X. W.",1,0,0.0
"Zhu, Weimo",3,1,0.3333
"Long, Toby M.",1,0,0.0
"Zhu, Guangtian",2,0,0.0
"Tan, Edwin T.",1,0,0.0
"Xu, Yan",1,0,0.0
"Kang, HyunSook",1,0,0.0
"Wang, Ying Grace",1,1,1.0
"Zhao, Yipin Jessica",1,1,1.0
"Wan, Wan",1,0,0.0
"Chang, Maiga",4,2,0.5
"Lu, Chris",1,1,1.0
"Chu, Huijung",1,0,0.0
"Tan, Joyce Beiyu",1,0,0.0
"Zhang, Liying",1,1,1.0
"Zhao, Qun",1,1,1.0
"Yan, Norman D.",1,0,0.0
"Zhu, Yu",3,0,0.0
"An, Minjeong",1,1,1.0
"Kang, Se Won",1,1,1.0
"Chen, Ruth P.",2,0,0.0
"Zhang, H.",3,2,0.6667
"An, Heejung",1,0,0.0
"Zhang, Jin",1,0,0.0
"Chen, Candice",1,0,0.0
"Xiang, W.",1,0,0.0
"Jiang, Hong",1,0,0.0
"Wu, Hsu-Pai",1,0,0.0
"Kang, Jeong Hee",1,1,1.0
"Yu, Su Jeong",1,1,1.0
"Tang, Andrew",2,0,0.0
"Wu, Shu-Ling",3,0,0.0
"Song, K. J.",1,0,0.0
"An, L. C.",1,0,0.0
"Jiang, Fuming",1,0,0.0
"Jin, Seung-A Annie",1,0,0.0
"Wang, Ning",4,1,0.25
"Xu, Xiaoying",5,0,0.0
"Han, Amy",3,1,0.3333
"Kang, Hyunchang",1,0,0.0
"Cheng, Zixue",2,2,1.0
"Jing, Lei",1,1,1.0
"Wang, Junbo",1,1,1.0
"Hong, Ji-Seong",1,0,0.0
"Lu, Xiaofei",12,1,0.0833
"Li, Wu",1,1,1.0
"He, Ye",9,0,0.0
"Li, Sharon X.",4,0,0.0
"Ye, Lei",4,0,0.0
"Li, Cheng-Hsien",1,0,0.0
"Lan, Carol Ong Teck",1,0,0.0
"Lin, Ching-Hui",1,0,0.0
"Rao, Deepa",3,0,0.0
"You, JeongAe",3,0,0.0
"Song, JH",1,0,0.0
"Chang, Amy",2,0,0.0
"Lang, James C.",1,0,0.0
"Zhou, Lianxi",1,0,0.0
"Chen, Richard",1,0,0.0
"Chen, Qianyi",1,0,0.0
"He, Xueqin",1,1,1.0
"Hong, Ting",1,1,1.0
"Zhou, Hong",1,0,0.0
"Chen, Jie-Qi",1,0,0.0
"Wang, Jin",1,0,0.0
"Xie, Feng",1,1,1.0
"Zhu, Shanjiang",1,1,1.0
"Yu, Halida",1,0,0.0
"Le, Trang M.",1,0,0.0
"Yu, Shirley L.",9,1,0.1111
"Shi, Zihan",2,0,0.0
"Hui, Kayi",2,1,0.5
"Yang, Minji",1,1,1.0
"Sun, Jing-Ping",1,0,0.0
"Li, Dennis H.",1,1,1.0
"Yang, Minwha",1,0,0.0
"Long, Caroline",5,0,0.0
"Sima, Karel",3,0,0.0
"Chen, Der-Thanq",3,2,0.6667
"Bai, Li",11,7,0.6364
"Fang, Hong-Bin",1,0,0.0
"Lei, Pui-Wa",2,1,0.5
"Guo, Zixiu",1,0,0.0
"Tan, Jennifer Pei Ling",2,0,0.0
"Wu, Jason",1,0,0.0
"Tang, Derek H.",1,0,0.0
"Liu, Amy",5,1,0.2
"Qian, Xiaoyu",1,0,0.0
"Li, Wenling",1,0,0.0
"Kong, David",1,0,0.0
"Tu, Yuxin",1,0,0.0
"Shi, Ling",9,2,0.2222
"Chen, Zan",2,0,0.0
"Li, Siyu",1,1,1.0
"Peng, Kaiping",1,1,1.0
"Liu, Bihui",2,0,0.0
"Wang, Jiawen",1,1,1.0
"Zhao, Yong",4,1,0.25
"Hui, KaWai",1,0,0.0
"Lin, Lijia",1,0,0.0
"Lai, Loi Lei",1,0,0.0
"Chang, ChenWei",1,1,1.0
"Hu, Xiaolin C.",1,0,0.0
"Yang, Yan",7,2,0.2857
"Rao, Kavita",8,1,0.125
"Liu, Ji'an",2,0,0.0
"Zheng, Yu",1,0,0.0
"Zhang, B.",1,1,1.0
"Hua, Tan Kim",1,0,0.0
"Deng, Mario C.",1,0,0.0
"Liu, Laura B.",1,0,0.0
"Liu, Chao-Yueh",1,1,1.0
"Song, Hae-Deok",5,2,0.4
"Liu, Shaoshan",1,0,0.0
"Cheng, Baoyan",3,1,0.3333
"Zha, Shenghua",8,5,0.625
"Liu, Yucheng",5,1,0.2
"Zhang, Xiaorong",3,0,0.0
"Pan, Tianshu",1,0,0.0
"Lin, Shu-Hwa",1,0,0.0
"Xu, Di",39,12,0.3077
"Zhang, Leaf' Yi",1,0,0.0
"Tong, Taryn L.",1,0,0.0
"Wang, Le",1,0,0.0
"Wang, Xiaoyan",2,0,0.0
"Han, Meekyung",3,0,0.0
"Ling, Chris D.",1,0,0.0
"Wang, Aimin",2,1,0.5
"Hong, Barbara",1,0,0.0
"Man, Isabela Costinela",1,0,0.0
"Chang, Edward C.",4,1,0.25
"Fang, Linda",1,1,1.0
"Tan, Hock",1,1,1.0
"Tan, Kim",2,1,0.5
"Li, Mei",2,2,1.0
"Tang, Kam Ki",2,2,1.0
"Hou, Xiang-yu",3,1,0.3333
"Sun, Jiandong",1,1,1.0
"Jiao, Qun G.",1,0,0.0
"Cheng, Dorothy A.",2,0,0.0
"Lang, Kenneth Brandon",1,0,0.0
"Lang, Patrick T.",1,0,0.0
"Chong, Lee-Lee",1,1,1.0
"Tan, Siow-Hooi",1,1,1.0
"Chang, Ching-Wen",2,0,0.0
"Su, Tin Tin",1,0,0.0
"An, Song A.",4,2,0.5
"Ma, Tingting",1,1,1.0
"Hong, Ng Hoon",1,0,0.0
"Zhang, Zheng",4,3,0.75
"Li, Dong",1,0,0.0
"Long, Lindsay",2,0,0.0
"Cao, Huantian",1,1,1.0
"Jin, Byoungho",2,1,0.5
"Kang, Ji Hye",2,1,0.5
"Lin, Xiaoping",1,0,0.0
"Yun, Sung",2,0,0.0
"Ge, Jun",1,0,0.0
"Deng, Jun",1,0,0.0
"Zhang, Wei",3,0,0.0
"Chang, Gordon C.",1,0,0.0
"Gao, Hongman",1,1,1.0
"Teng, Wen-Yuan",1,1,1.0
"Meng, Christoph",3,0,0.0
"Ju, Yong Han",1,0,0.0
"Chang, J-M.",1,0,0.0
"Huang, Junsong",1,0,0.0
"Liu, Wallace C.",1,0,0.0
"Wan, Hayley",3,0,0.0
"Jian, Hua-Li",1,0,0.0
"Chen, Shi-Jie (Gary)",1,0,0.0
"Gui, Feng",1,0,0.0
"Li, Yi",2,0,0.0
"Kang, Byungdeok",1,0,0.0
"Liu, Liqun",1,0,0.0
"You, Sukkyung",6,0,0.0
"Liu, Lee",1,0,0.0
"Sang, James K.",1,0,0.0
"Cui, Ying",2,1,0.5
"Cui, Dan",2,0,0.0
"Chen, Chia-Ling",1,0,0.0
"Yu, Joanna",1,0,0.0
"Lin, Shirley",11,0,0.0
"Li, Weibin",1,0,0.0
"Xie, Charles",7,3,0.4286
"Lu, Rong",1,0,0.0
"Chen, Jiun",1,0,0.0
"Li, Rui",5,0,0.0
"Yu, Anne",3,0,0.0
"Yang, Yanyun",3,2,0.6667
"Yu, Ke",3,0,0.0
"Wu, Weiming",1,0,0.0
"Chang, Sandy M.",1,0,0.0
"Tan, Clara Wee Keat",1,0,0.0
"Fan, F. A.",1,0,0.0
"Ma, Irene",1,0,0.0
"Chen, Cyril X.",1,1,1.0
"Wu, Roger Y.",1,1,1.0
"Tong, David Yoon Kin",2,1,0.5
"Tong, Xue Fa",1,1,1.0
"Zhang, Yu Aimee",1,0,0.0
"Chen, Belinda Y.",2,1,0.5
"Wang, Ming-Hsien",1,1,1.0
"Wu, Robert",1,0,0.0
"Long, Marion",2,0,0.0
"Wu, Lin",3,0,0.0
"Wang, Ming-Te",4,1,0.25
"Yu, Changhong",1,0,0.0
"Yin, Hongjun",1,0,0.0
"Zhang, Yiyi",1,0,0.0
"Chen, Daniel C. R.",1,0,0.0
"Min, Cynthia",2,1,0.5
"Lai, G. Y.",1,1,1.0
"Lin, S. W.",1,1,1.0
"Gu, Chris N.",1,0,0.0
"Fang, Yanping",7,2,0.2857
"Wang, Jack T. H.",5,1,0.2
"Shi, Jiwei Jenny",1,0,0.0
"Zhu, Xiumei",1,1,1.0
"Wang, Karen Y.",1,0,0.0
"You, John J.",2,1,0.5
"Zhao, Yumin",1,0,0.0
"Yang, Jun",2,0,0.0
"Pang, Su-Seng",1,0,0.0
"Pang, Wyki G.",1,0,0.0
"Ma, Joseph D.",1,0,0.0
"Cheng, Chen-chen",1,0,0.0
"Luo, Jianxi",1,0,0.0
"Yi, Yu Hyone",1,0,0.0
"Lai, Hollis",7,1,0.1429
"Tang, Benjie",1,0,0.0
"Chen, Xi",3,0,0.0
"Qiu, Mingzhu",5,0,0.0
"Chen, Zunqiu",1,0,0.0
"Pang, Stephen C.",1,0,0.0
"Xu, Kunyong",1,0,0.0
"Chao, Andrew",1,0,0.0
"Jin, Sung-Hee",6,1,0.1667
"Zhou, Alysia W.",1,0,0.0
"Duan, Yanqing",1,0,0.0
"Kang, Suyoung",1,0,0.0
"Chang, Heejin",6,0,0.0
"Shi, Qing",1,1,1.0
"Tong, Fuhui",8,5,0.625
"Pang, Su Seng",1,0,0.0
"Hu, Amanda",3,0,0.0
"Chang, Elaine",1,0,0.0
"Ling, Pamela M.",2,0,0.0
"Feng, Yan",1,0,0.0
"Chang, Chia-Hsun",1,1,1.0
"Xu, Jingjing",2,1,0.5
"Yu, Hong Qing",1,0,0.0
"Chen, Daniel",2,0,0.0
"Li, Jin",2,1,0.5
"Wu, Wei",5,2,0.4
"Yu, Wenxuan",1,1,1.0
"He, Flora X.",1,0,0.0
"Wu, Tsui-Feng",2,0,0.0
"Chang, Tzumin Peter",1,1,1.0
"Wu, Ming-Hsuan",2,1,0.5
"Xu, Zeyu",5,1,0.2
"Zhu, Pei",1,1,1.0
"Tan, Choo-Kim",1,0,0.0
"Kang, Hyun-Sook",9,0,0.0
"Chen, John C.",3,0,0.0
"Lin, Wei",2,1,0.5
"Yang, Chin",1,0,0.0
"Li, Jenyi",1,0,0.0
"Peng, Chao-Ying Joanne",2,1,0.5
"Kong, Shelley Young",1,0,0.0
"Chang, Lynn Chih Ning",1,0,0.0
"Long, Margaret H.",1,0,0.0
"Xu, Xia",1,0,0.0
"Cheng, Hwee-Ming",1,0,0.0
"Jin, Benjamin E.",1,1,1.0
"Zheng, Jie",1,1,1.0
"Jin, Xiao-Hua",1,0,0.0
"Long, Mary K.",1,0,0.0
"Tang, Tiffany Ya",1,0,0.0
"Le, Emily",1,0,0.0
"Chen, AledaM. H.",1,0,0.0
"Wen, Yun",6,3,0.5
"Li, Chong Su",1,0,0.0
"Lin, Chad",1,0,0.0
"Long, Gary L.",1,0,0.0
"Gan, Siew-Wei",2,1,0.5
"Du, Yi",3,3,1.0
"Wang, Kenneth T.",8,4,0.5
"Shen, Brice O.",1,0,0.0
"Cheng, An-Chih Janne",2,2,1.0
"Song, Kwangok",3,2,0.6667
"Xu, Ting",2,1,0.5
"Liu, Haiming",1,0,0.0
"Wei, Yichun",1,0,0.0
"Guan, Shu-Yi",2,0,0.0
"Dong, Jingyi",1,0,0.0
Quynh Le,1,0,0.0
"Wang, Lihua",2,0,0.0
"Shen, Zhigang",1,0,0.0
"Ding, Ning",6,5,0.8333
"Ha, Carolyn C.",1,0,0.0
"Liu, Shuang",1,0,0.0
"Xu, Jing",2,0,0.0
"Wang, Karen E.",1,0,0.0
"Xiang, Catherine Hua",2,0,0.0
"Huang, Rongjin",9,2,0.2222
"Li, Ting",4,2,0.5
"Long, Fiachra",3,1,0.3333
"Shang, Ya-Ting",1,0,0.0
"Lin, Chin-Hsi",3,1,0.3333
"Zhang, Ning",1,1,1.0
"Zhao, Hui",1,1,1.0
"Fang, Bin",1,0,0.0
"Xu, Jianwei",1,0,0.0
"Yong, Ching Yee",1,0,0.0
"Sun, Jun",3,0,0.0
"Han, Feifei",22,1,0.0455
"Huang, Ying",2,0,0.0
"Xiao, Zhiwen",2,1,0.5
"Cao, Wei",1,0,0.0
"Ma, Yueher Emilie",1,0,0.0
"Chang, Feng",1,0,0.0
"Long, David E.",3,0,0.0
"Gao, Yong",1,0,0.0
"Liu, Fei",1,0,0.0
"Wang, Qiu",10,8,0.8
"Hong, Minha",1,0,0.0
"Wu, Kimberly",1,0,0.0
"Yin, Muchun",1,0,0.0
"Chong, Yit Sean",2,0,0.0
"Chen, Hsiu-Chin",3,0,0.0
"Zou, Yihuan",1,1,1.0
"Wu, I-Hsuan",1,0,0.0
"Han, Heeyoung",11,0,0.0
"Yin, Jason Z.",1,0,0.0
"Wang, Nengmou",1,0,0.0
"Li, Xiaofan",2,1,0.5
"Wang, Yina",1,0,0.0
"Le, Tran",1,0,0.0
"Xiong, Wenting",1,0,0.0
"Ma, Yoon Jin",2,0,0.0
"Hong, Yuan-Jin",1,0,0.0
"Zhou, Chunfang",8,1,0.125
"Li, Jinrong",4,2,0.5
"Song, Jaeki",1,0,0.0
"Yu, Heonchang",1,0,0.0
"Lu, Minggen",2,1,0.5
"Hui, Ada",2,0,0.0
"Zhou, Mingming",4,0,0.0
"Gu, Diane Yu",1,0,0.0
"Wang, Qiyun",12,6,0.5
"Long, Marilee",1,0,0.0
"Geng, Fawei",2,0,0.0
"Huang, Biao",1,0,0.0
"Liu, Yuanlong",2,0,0.0
"Chen, Honglin",5,0,0.0
"Hou, Harry",1,0,0.0
"Wang, RuoLan",2,0,0.0
"Weng, Pei-Lin",1,0,0.0
"Xia, Belle Selene",3,0,0.0
"Yang, Kai-Ju",1,0,0.0
"Wang, Elaine",3,0,0.0
"Wu, ChaoRong",2,0,0.0
"Lai, Ada",1,0,0.0
"Chang, Young K.",1,0,0.0
"Sun, Haoda",1,0,0.0
"Sheng, Xiaoming",5,0,0.0
"Chen, Xin",4,2,0.5
"Cui, Guoqiang",1,1,1.0
"Yu, Lotus",1,0,0.0
"Fang, Jun",3,2,0.6667
"Wang, Xihui",2,0,0.0
"Pang, Joyce S.",2,2,1.0
"Tan, Ser Hong",2,2,1.0
"Fan, Yinan",1,1,1.0
"Lai, Feng-Qi",1,0,0.0
"Wu, Lora J.",1,0,0.0
"Tang, Hui-Hsuan",1,0,0.0
"Lou, Kelvin",1,0,0.0
"Long, Robert D.",1,0,0.0
"Zhou, Li",3,0,0.0
"Luo, Wen",3,1,0.3333
"Luo, Shanhong",1,0,0.0
"Zhang, Shaoan",5,4,0.8
"Lou, Lai Lei",1,1,1.0
"Fang, Wenhong",1,0,0.0
"Li, Chunxiao",1,1,1.0
"Wang, John C. K.",1,1,1.0
"Chen, Yun-Chi",1,0,0.0
"Tong, Vincent C. H.",2,0,0.0
"Zhao, Jing",3,0,0.0
"Wang, Bingxin",1,0,0.0
"Le, Jennifer",2,2,1.0
"Min, David I.",1,1,1.0
"Cheng, Karen Kow Yip",1,0,0.0
"He, Yi",2,0,0.0
"Chang, Eunjung",1,0,0.0
"Tang, Hui",3,0,0.0
"Zhao, Yu",1,0,0.0
"Yang, Helen Hong",4,0,0.0
"Yang, Sylvia",1,0,0.0
"Zhang, Dongbo",5,1,0.2
"Zhao, Jinhui",2,0,0.0
"Ji, Chang-Ho C.",1,0,0.0
"Zhu, Zheng",1,0,0.0
"Li, Weidong",4,3,0.75
"Zhang, Peng",2,1,0.5
"Chu, Christopher",1,0,0.0
"Cai, Shengrong",2,1,0.5
"Zhu, Wei",3,2,0.6667
"Dang, Christina J.",1,0,0.0
"Chen, Jason A.",5,1,0.2
"Yuan, Jingxue (Jessica)",1,0,0.0
"Chen, Po Hsuan",1,0,0.0
"Guo, Qing",1,0,0.0
"Hao, Jie",4,0,0.0
"Chen, Baiyun",10,1,0.1
"Chen, Bin",1,0,0.0
"Fu, Danling",3,2,0.6667
"Wang, Yi",4,1,0.25
"Li, Meisong",2,1,0.5
"Wang, Tiffany",3,0,0.0
"Feng, Z. Vivian",3,1,0.3333
"Wang, Sherry",1,0,0.0
"Song, Yanjie",1,1,1.0
"Shi, Lili",1,0,0.0
"Dai, Hua",1,1,1.0
"Hu, Tao",1,1,1.0
"Zhang, Ping",1,1,1.0
"Zhang, Xihui",2,1,0.5
"Chang, Aileen Y.",1,0,0.0
"Wan, Hung-da",2,1,0.5
"Yuan, Johnson",1,1,1.0
"Sun, Yifei",1,0,0.0
"Fu, Hui",1,0,0.0
"Ren, Jia",1,0,0.0
"Tan, Han Yen",2,1,0.5
"Huang, Derek",1,0,0.0
"Chao, Tzu-Chiao",1,0,0.0
"Tan, T. L.",1,0,0.0
"Huang, Lan",1,0,0.0
"Wang, Michelle",1,0,0.0
"Han, Dongsook",2,0,0.0
"Long, Suzanna",2,0,0.0
"Liu, Alan",1,0,0.0
"Cai, Jane",1,1,1.0
"Pan, Yue",2,2,1.0
"Xie, Frank",1,1,1.0
"You, Di",1,0,0.0
"Lu, Zhe",1,0,0.0
"Jiang, You Guo",1,0,0.0
"Chang, Catherine Y.",2,1,0.5
"Chen, William",1,1,1.0
"Sun, Huaping",2,0,0.0
"Tang, Nathalie Y. -Wa",1,0,0.0
"Long, Eric L.",1,0,0.0
"Gao, Fei",11,6,0.5455
"Wang, Feihong",2,0,0.0
"Tan, Josephine P.",1,0,0.0
"Zhang, Zhihua (Olivia)",1,0,0.0
"Qian, F.",1,0,0.0
"Wang, Chih-Hsiung",1,0,0.0
"Zhang, Zhewen",1,0,0.0
"Ma, Heung Kan",1,1,1.0
"Yu, Catherine H.",1,0,0.0
"Li, Weilin",1,0,0.0
"Pang, Vincent",4,1,0.25
"Chang, Chih-Ting",1,0,0.0
"Han, Jae Hoon",2,0,0.0
"Cheng, Adam",6,1,0.1667
"Yi, Fei",1,1,1.0
"Wang, J.",1,0,0.0
"Yue, Carole L.",1,0,0.0
"Chong, Mei Fong",1,0,0.0
"Qi, Y. (Wang)",1,0,0.0
"Wu, Xiaoli",2,0,0.0
"Zhang, Tony",1,0,0.0
"Chang, Sungwon",1,0,0.0
"Tan, FES",1,0,0.0
"Guo, Yongqing",3,3,1.0
"Cheng, Scott",1,0,0.0
"Le, Truc Thi Thanh",2,0,0.0
"Chen, Terence",1,0,0.0
"Chong, Sylvia",2,1,0.5
"Wu, Susan",1,0,0.0
"Song, Xianlin",5,1,0.2
"Lang, Roselynn",1,0,0.0
"Tan, A. S.",1,0,0.0
"Ma, Irene W. Y.",10,1,0.1
"Zhao, Xiaohui",2,0,0.0
"Ha, Sangwoo",3,1,0.3333
"Wang, Chih-Hsuan",4,1,0.25
"Lin, Man-Chiu Amay",1,0,0.0
"Li, Ran",3,1,0.3333
"Wu, Caren",2,0,0.0
"Guo, Ping",2,0,0.0
"Rao, Ranjani L.",2,1,0.5
"He, Jiaxin",1,0,0.0
"Zhang, Guiyun",1,0,0.0
"Fu, Chu-Chun",1,1,1.0
"Tang, Judy",1,0,0.0
"Yin, Alexander C.",1,0,0.0
"Dong, Ting",16,0,0.0
"Chang, Heewon",5,0,0.0
"Yu, Chen Jiao",1,0,0.0
"Long, Phil",1,0,0.0
"Chu, Maegan A.",1,0,0.0
"Le, Nhu",1,0,0.0
"Yang, Rachel L.",2,1,0.5
"Han, Margaret",1,0,0.0
"Tai, Joanna",26,2,0.0769
"Huang, Suhua",3,0,0.0
Nguyen-Thinh Le,1,0,0.0
"Lai, Krista",1,0,0.0
"Geng, Gretchen",7,0,0.0
"Pan, Rui",2,0,0.0
"Kang, Wha Sun",1,0,0.0
"Mo, Su Kyoung",1,0,0.0
"Lu, Fletcher",1,0,0.0
"Song, Xiaoxia",1,0,0.0
"Ling, Jonathan",2,0,0.0
"Lu, Yanping",1,0,0.0
"Pang, Jocelyn",1,0,0.0
"She, Xiaobo",1,0,0.0
"Cheng, Tung Lai",1,0,0.0
"Yu, Wu",1,0,0.0
"Li, Zhi",5,2,0.4
"Feng, Yingbin",1,1,1.0
